loan_amnt,term,int_rate,installment,sub_grade,home_ownership,annual_inc,verification_status,issue_d,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,default_flag,emp_length_years,emp_length_unknown,credit_history_years,loan_to_income
10000.0,60,19.99,264.89,E4,RENT,35500.0,Verified,2015-10-01,debt_consolidation,18.39,2001-02-01,6.0,0.0,4956.0,36.4,9.0,w,INDIVIDUAL,0.0,0.0,1,10.0,0,14.7,0.282
8000.0,36,10.64,260.55,B2,RENT,32000.0,Not Verified,2013-08-01,debt_consolidation,21.23,2000-01-01,14.0,0.0,8732.0,34.8,23.0,w,INDIVIDUAL,0.0,0.0,1,4.0,0,13.6,0.25
12000.0,36,10.99,392.81,B3,OWN,48000.0,Source Verified,2014-10-01,debt_consolidation,29.58,2003-09-01,14.0,1.0,9743.0,62.9,31.0,f,INDIVIDUAL,0.0,0.0,0,2.0,0,11.1,0.25
10000.0,36,10.16,323.43,B1,OWN,42700.0,Not Verified,2013-05-01,debt_consolidation,8.35,1985-10-01,8.0,0.0,6067.0,31.1,17.0,f,INDIVIDUAL,0.0,0.0,0,5.0,0,27.6,0.234
17800.0,60,20.49,476.46,E1,RENT,50000.0,Verified,2013-06-01,debt_consolidation,22.49,2001-07-01,11.0,0.0,16168.0,54.1,20.0,w,INDIVIDUAL,0.0,0.0,1,5.0,0,11.9,0.356
15000.0,36,15.65,524.8,D4,MORTGAGE,160000.0,Not Verified,2009-11-01,debt_consolidation,3.41,2003-01-01,7.0,0.0,65872.0,59.0,10.0,f,INDIVIDUAL,0.0,0.0,1,0.0,0,6.8,0.094
24000.0,36,8.39,756.4,A5,MORTGAGE,136000.0,Source Verified,2014-10-01,debt_consolidation,13.35,1993-01-01,11.0,0.0,18322.0,61.5,39.0,w,INDIVIDUAL,5.0,0.0,0,10.0,0,21.7,0.176
2000.0,36,18.49,72.8,D2,OWN,26461.0,Verified,2013-05-01,debt_consolidation,23.94,1995-04-01,7.0,0.0,5378.0,27.4,17.0,f,INDIVIDUAL,0.0,0.0,1,10.0,0,18.1,0.076
30000.0,36,6.99,926.18,A3,MORTGAGE,105000.0,Source Verified,2016-01-01,home_improvement,7.38,1999-10-01,15.0,0.0,773.0,1.9,60.0,w,INDIVIDUAL,1.0,0.0,0,8.0,0,16.3,0.286
16000.0,60,20.2,425.69,E3,MORTGAGE,127000.0,Verified,2014-08-01,debt_consolidation,22.51,1991-04-01,22.0,0.0,19584.0,78.0,32.0,w,INDIVIDUAL,1.0,0.0,1,9.0,0,23.3,0.126
30000.0,60,12.69,677.85,C2,RENT,91000.0,Source Verified,2015-04-01,debt_consolidation,14.18,1999-12-01,5.0,0.0,25139.0,80.3,13.0,w,INDIVIDUAL,0.0,0.0,0,10.0,0,15.3,0.33
18000.0,36,12.99,606.41,B5,MORTGAGE,65000.0,Verified,2014-04-01,other,29.0,2001-08-01,24.0,0.0,9828.0,23.3,49.0,w,INDIVIDUAL,4.0,0.0,0,10.0,0,12.7,0.277
24000.0,36,8.9,762.08,A5,MORTGAGE,90000.0,Source Verified,2013-11-01,debt_consolidation,16.05,2005-10-01,10.0,0.0,4123.0,20.5,28.0,f,INDIVIDUAL,5.0,0.0,0,4.0,0,8.1,0.267
24600.0,36,10.99,805.26,B4,RENT,80000.0,Source Verified,2016-06-01,debt_consolidation,12.64,2006-05-01,9.0,0.0,17075.0,94.9,20.0,w,INDIVIDUAL,1.0,0.0,0,5.0,0,10.1,0.308
10000.0,36,12.12,332.72,B3,MORTGAGE,51000.0,Not Verified,2012-11-01,other,11.08,2003-11-01,9.0,0.0,11875.0,60.6,17.0,f,INDIVIDUAL,1.0,0.0,1,8.0,0,9.0,0.196
5800.0,36,12.49,194.01,B5,OWN,79456.0,Not Verified,2014-05-01,home_improvement,11.51,1997-08-01,7.0,1.0,1977.0,19.0,34.0,w,INDIVIDUAL,0.0,1.0,0,0.0,0,16.7,0.073
4375.0,36,15.61,152.98,C4,RENT,55000.0,Not Verified,2013-12-01,debt_consolidation,15.88,2008-07-01,7.0,0.0,1566.0,37.3,13.0,f,INDIVIDUAL,0.0,0.0,1,1.0,0,5.4,0.08
11750.0,60,18.25,299.98,D3,MORTGAGE,32000.0,Source Verified,2016-06-01,debt_consolidation,26.31,1994-01-01,5.0,0.0,3031.0,19.3,23.0,w,INDIVIDUAL,1.0,0.0,0,9.0,0,22.4,0.367
1400.0,36,11.53,46.19,B5,RENT,62000.0,Not Verified,2015-03-01,debt_consolidation,17.13,2010-08-01,10.0,0.0,12672.0,71.2,11.0,f,INDIVIDUAL,0.0,0.0,0,2.0,0,4.6,0.023
24000.0,60,15.61,578.68,D1,MORTGAGE,86000.0,Verified,2014-05-01,debt_consolidation,31.33,1991-05-01,12.0,0.0,13873.0,75.8,34.0,f,INDIVIDUAL,4.0,0.0,0,10.0,0,23.0,0.279
10000.0,36,12.49,334.49,B5,RENT,36000.0,Not Verified,2014-09-01,debt_consolidation,25.97,1988-10-01,24.0,0.0,7273.0,21.0,53.0,f,INDIVIDUAL,0.0,0.0,0,10.0,0,25.9,0.278
8750.0,36,16.29,308.88,D2,MORTGAGE,31600.0,Verified,2014-10-01,debt_consolidation,12.0,2000-01-01,11.0,4.0,848.0,12.8,47.0,w,INDIVIDUAL,5.0,4.0,1,6.0,1,14.7,0.277
4800.0,36,21.0,180.85,E2,MORTGAGE,90000.0,Source Verified,2013-06-01,other,23.76,2002-05-01,13.0,2.0,12723.0,68.4,22.0,f,INDIVIDUAL,3.0,1.0,1,10.0,0,11.1,0.053
32000.0,60,12.29,716.53,C1,OWN,80000.0,Verified,2015-06-01,debt_consolidation,11.9,2002-12-01,12.0,0.0,6318.0,12.7,22.0,w,INDIVIDUAL,2.0,0.0,0,9.0,0,12.5,0.4
10000.0,36,6.62,307.04,A2,OWN,72000.0,Verified,2011-09-01,debt_consolidation,16.8,2002-08-01,10.0,0.0,7649.0,26.8,11.0,f,INDIVIDUAL,0.0,0.0,0,2.0,0,9.1,0.139
12600.0,36,14.33,432.67,C5,RENT,60000.0,Not Verified,2015-12-01,debt_consolidation,12.88,1991-11-01,6.0,1.0,3158.0,56.0,15.0,w,INDIVIDUAL,0.0,1.0,0,9.0,0,24.1,0.21
16000.0,36,13.11,539.96,B4,RENT,110000.0,Not Verified,2012-07-01,debt_consolidation,5.35,1978-02-01,7.0,0.0,15774.0,56.3,12.0,f,INDIVIDUAL,0.0,0.0,0,8.0,0,34.4,0.145
8400.0,36,7.26,260.37,A4,RENT,155000.0,Source Verified,2015-08-01,other,9.78,2003-03-01,5.0,0.0,11644.0,66.2,18.0,w,INDIVIDUAL,1.0,0.0,0,9.0,0,12.4,0.054
6000.0,36,16.55,212.58,D2,RENT,36000.0,Verified,2015-07-01,moving,34.13,2000-11-01,13.0,0.0,5410.0,70.3,17.0,f,INDIVIDUAL,0.0,0.0,0,0.0,0,14.7,0.167
13000.0,36,13.11,438.72,B4,MORTGAGE,65000.0,Not Verified,2013-06-01,debt_consolidation,19.92,2002-02-01,8.0,1.0,19861.0,75.8,13.0,f,INDIVIDUAL,2.0,1.0,0,5.0,0,11.3,0.2
5525.0,36,6.03,168.16,A1,MORTGAGE,70000.0,Verified,2012-09-01,debt_consolidation,2.64,1986-08-01,12.0,0.0,950.0,1.7,48.0,f,INDIVIDUAL,6.0,0.0,0,6.0,1,26.1,0.079
4800.0,36,15.31,167.13,C2,RENT,49000.0,Source Verified,2012-08-01,debt_consolidation,21.62,2002-01-01,9.0,0.0,2759.0,42.4,29.0,f,INDIVIDUAL,3.0,0.0,0,10.0,0,10.6,0.098
35000.0,60,19.99,927.1,E1,MORTGAGE,119759.0,Verified,2014-03-01,debt_consolidation,15.88,1990-03-01,10.0,0.0,105742.0,88.6,26.0,f,INDIVIDUAL,4.0,0.0,1,10.0,0,24.0,0.292
7400.0,36,12.12,246.22,B3,RENT,50000.0,Not Verified,2013-04-01,debt_consolidation,19.69,2000-12-01,3.0,0.0,3659.0,91.5,13.0,w,INDIVIDUAL,0.0,0.0,0,3.0,0,12.3,0.148
22525.0,60,17.57,566.74,D2,RENT,150000.0,Verified,2014-05-01,debt_consolidation,23.34,1998-12-01,18.0,0.0,13808.0,39.0,22.0,f,INDIVIDUAL,0.0,0.0,0,6.0,0,15.4,0.15
10000.0,36,6.49,306.45,A2,OWN,26000.0,Verified,2016-02-01,debt_consolidation,22.3,2010-11-01,7.0,0.0,858.0,7.3,9.0,w,INDIVIDUAL,0.0,0.0,0,2.0,0,5.3,0.385
9000.0,36,15.8,315.53,C3,MORTGAGE,60000.0,Verified,2012-09-01,debt_consolidation,18.52,1992-05-01,14.0,0.0,23465.0,60.2,31.0,f,INDIVIDUAL,4.0,0.0,1,10.0,0,20.3,0.15
14400.0,60,12.88,326.77,C2,MORTGAGE,90000.0,Not Verified,2016-01-01,credit_card,22.45,1994-07-01,18.0,0.0,27691.0,46.3,47.0,w,INDIVIDUAL,6.0,0.0,0,8.0,0,21.5,0.16
14000.0,36,12.12,465.81,B3,MORTGAGE,70000.0,Not Verified,2012-05-01,debt_consolidation,15.99,1996-10-01,4.0,0.0,10045.0,93.9,29.0,f,INDIVIDUAL,1.0,0.0,0,10.0,0,15.6,0.2
25150.0,60,16.99,624.91,D3,MORTGAGE,80000.0,Not Verified,2015-11-01,debt_consolidation,33.14,1988-05-01,15.0,0.0,12440.0,42.7,28.0,f,INDIVIDUAL,1.0,0.0,1,3.0,0,27.5,0.314
1000.0,36,12.99,33.69,C2,RENT,34000.0,Not Verified,2015-01-01,debt_consolidation,19.24,2007-07-01,10.0,0.0,13177.0,81.3,12.0,f,INDIVIDUAL,0.0,0.0,1,10.0,0,7.5,0.029
24000.0,36,7.62,747.88,A3,MORTGAGE,235000.0,Verified,2013-05-01,home_improvement,3.96,1986-01-01,17.0,0.0,23934.0,35.9,31.0,f,INDIVIDUAL,7.0,0.0,0,2.0,0,27.3,0.102
21250.0,60,14.99,505.43,C5,MORTGAGE,91794.0,Verified,2014-09-01,debt_consolidation,26.47,1990-09-01,16.0,0.0,42443.0,71.7,33.0,w,INDIVIDUAL,6.0,0.0,0,10.0,0,24.0,0.231
35000.0,36,9.76,1125.42,B3,OWN,120000.0,Verified,2015-12-01,debt_consolidation,24.0,1991-11-01,8.0,0.0,30062.0,62.4,25.0,w,INDIVIDUAL,1.0,0.0,0,10.0,0,24.1,0.292
15000.0,36,10.15,485.07,B2,MORTGAGE,78000.0,Not Verified,2014-08-01,credit_card,16.18,2003-10-01,21.0,0.0,17480.0,35.1,43.0,f,INDIVIDUAL,2.0,0.0,0,10.0,0,10.8,0.192
30000.0,36,13.05,1011.55,B5,MORTGAGE,84000.0,Verified,2013-09-01,debt_consolidation,26.1,2001-03-01,16.0,0.0,40119.0,74.6,30.0,w,INDIVIDUAL,1.0,0.0,0,8.0,0,12.5,0.357
15000.0,60,14.31,351.44,C4,RENT,60000.0,Source Verified,2014-11-01,major_purchase,17.3,2005-07-01,7.0,0.0,7732.0,34.5,26.0,w,INDIVIDUAL,0.0,0.0,1,2.0,0,9.3,0.25
4300.0,36,10.16,139.08,B1,MORTGAGE,106000.0,Not Verified,2012-10-01,debt_consolidation,12.39,2001-09-01,9.0,0.0,37612.0,72.7,13.0,w,INDIVIDUAL,1.0,0.0,0,1.0,0,11.1,0.041
8000.0,36,14.64,275.92,C3,RENT,75000.0,Not Verified,2014-03-01,debt_consolidation,11.18,1994-08-01,17.0,0.0,16461.0,45.0,25.0,f,INDIVIDUAL,0.0,0.0,1,10.0,0,19.6,0.107
16000.0,36,16.29,564.81,C4,RENT,85000.0,Not Verified,2012-10-01,other,9.56,1991-12-01,10.0,0.0,11707.0,49.2,32.0,f,INDIVIDUAL,12.0,0.0,0,9.0,0,20.8,0.188
8000.0,36,8.39,252.14,A5,MORTGAGE,47000.0,Not Verified,2014-07-01,debt_consolidation,20.39,2006-04-01,15.0,0.0,14013.0,63.4,29.0,w,INDIVIDUAL,1.0,0.0,0,1.0,0,8.2,0.17
26500.0,60,23.83,759.74,F5,RENT,60000.0,Verified,2013-06-01,debt_consolidation,16.15,2001-10-01,10.0,0.0,6401.0,74.4,16.0,f,INDIVIDUAL,0.0,0.0,1,7.0,0,11.7,0.442
10000.0,36,16.78,355.44,C5,RENT,40000.0,Not Verified,2013-08-01,debt_consolidation,12.15,2000-06-01,5.0,0.0,4175.0,83.5,6.0,f,INDIVIDUAL,0.0,0.0,0,10.0,0,13.2,0.25
2100.0,60,19.05,54.54,D4,RENT,33000.0,Verified,2012-07-01,major_purchase,27.6,2008-04-01,21.0,0.0,6934.0,44.4,23.0,f,INDIVIDUAL,0.0,0.0,1,2.0,0,4.2,0.064
12000.0,36,9.99,387.15,B1,RENT,45000.0,Source Verified,2013-09-01,debt_consolidation,16.83,1983-03-01,9.0,0.0,12380.0,47.8,16.0,f,INDIVIDUAL,0.0,0.0,0,2.0,0,30.5,0.267
3600.0,36,7.9,112.65,A4,MORTGAGE,90000.0,Not Verified,2011-10-01,other,16.28,1987-04-01,23.0,0.0,12325.0,9.6,45.0,f,INDIVIDUAL,3.0,0.0,0,10.0,0,24.5,0.04
20000.0,36,15.62,699.4,D1,MORTGAGE,80000.0,Source Verified,2011-05-01,debt_consolidation,7.95,1995-10-01,11.0,0.0,11147.0,36.9,36.0,f,INDIVIDUAL,2.0,0.0,0,3.0,0,15.6,0.25
7025.0,36,10.74,229.13,B2,MORTGAGE,60000.0,Source Verified,2012-03-01,small_business,18.38,1990-01-01,7.0,0.0,21486.0,62.5,31.0,f,INDIVIDUAL,2.0,0.0,0,4.0,0,22.2,0.117
35000.0,60,13.99,814.21,C4,MORTGAGE,186000.0,Source Verified,2015-08-01,home_improvement,13.99,1993-09-01,17.0,0.0,18655.0,26.8,53.0,w,INDIVIDUAL,7.0,0.0,1,3.0,0,21.9,0.188
20000.0,60,13.66,461.85,C3,RENT,110000.0,Source Verified,2015-02-01,debt_consolidation,4.78,2004-04-01,8.0,0.0,10722.0,44.3,15.0,w,INDIVIDUAL,0.0,0.0,0,0.0,0,10.8,0.182
20000.0,36,6.03,608.72,A1,OWN,85000.0,Verified,2013-10-01,debt_consolidation,17.72,1987-12-01,8.0,0.0,19210.0,49.5,24.0,f,INDIVIDUAL,3.0,0.0,0,0.0,0,25.8,0.235
35000.0,36,11.67,1157.0,B4,RENT,130000.0,Verified,2014-05-01,major_purchase,0.69,2010-09-01,5.0,0.0,790.0,3.6,5.0,f,INDIVIDUAL,0.0,0.0,0,3.0,0,3.7,0.269
28000.0,60,11.71,618.75,B3,MORTGAGE,75000.0,Source Verified,2011-12-01,small_business,6.16,1998-08-01,11.0,0.0,62427.0,20.6,29.0,f,INDIVIDUAL,2.0,0.0,0,10.0,0,13.3,0.373
8000.0,36,15.61,279.72,C5,RENT,44760.0,Source Verified,2014-03-01,debt_consolidation,20.0,2005-06-01,7.0,0.0,4880.0,35.9,7.0,w,INDIVIDUAL,0.0,0.0,0,2.0,0,8.7,0.179
23825.0,60,20.2,633.88,E3,RENT,52000.0,Source Verified,2014-10-01,debt_consolidation,29.98,1999-12-01,10.0,0.0,36362.0,53.2,37.0,w,INDIVIDUAL,0.0,0.0,0,5.0,0,14.8,0.458
16000.0,60,13.99,372.21,C4,RENT,125000.0,Source Verified,2015-02-01,debt_consolidation,12.59,2001-04-01,9.0,3.0,6069.0,59.5,23.0,w,INDIVIDUAL,4.0,1.0,1,0.0,0,13.8,0.128
10000.0,60,13.67,230.98,C3,MORTGAGE,52523.0,Not Verified,2016-02-01,credit_card,31.26,2004-06-01,9.0,0.0,16394.0,59.8,30.0,w,INDIVIDUAL,4.0,0.0,1,10.0,0,11.7,0.19
13250.0,36,17.27,474.19,C5,MORTGAGE,38000.0,Verified,2013-03-01,credit_card,29.43,1997-06-01,13.0,0.0,18348.0,51.1,33.0,f,INDIVIDUAL,2.0,0.0,0,6.0,0,15.7,0.349
23800.0,60,19.52,624.22,E3,RENT,76500.0,Source Verified,2015-05-01,debt_consolidation,18.89,2004-05-01,15.0,0.0,12577.0,45.1,21.0,w,INDIVIDUAL,2.0,0.0,1,1.0,0,11.0,0.311
9000.0,36,16.95,320.65,E5,MORTGAGE,237000.0,Verified,2009-07-01,debt_consolidation,11.67,1998-11-01,12.0,1.0,22353.0,99.3,28.0,f,INDIVIDUAL,2.0,0.0,1,10.0,0,10.7,0.038
3000.0,36,6.03,91.31,A1,OWN,32000.0,Not Verified,2012-08-01,debt_consolidation,16.76,1986-01-01,6.0,0.0,2192.0,14.6,29.0,f,INDIVIDUAL,4.0,0.0,0,3.0,0,26.6,0.094
15000.0,60,17.86,379.76,D5,RENT,45000.0,Not Verified,2015-10-01,credit_card,15.39,2002-10-01,9.0,0.0,18877.0,91.6,19.0,w,INDIVIDUAL,0.0,0.0,0,9.0,0,13.0,0.333
29100.0,60,17.1,724.78,C5,MORTGAGE,65000.0,Verified,2013-10-01,debt_consolidation,14.33,1990-02-01,8.0,0.0,32908.0,74.0,31.0,f,INDIVIDUAL,2.0,0.0,0,4.0,0,23.7,0.448
10800.0,60,17.14,269.23,D4,MORTGAGE,50000.0,Verified,2014-11-01,debt_consolidation,25.59,1987-08-01,13.0,2.0,7284.0,43.9,26.0,w,INDIVIDUAL,3.0,0.0,1,10.0,0,27.3,0.216
5600.0,36,6.99,172.89,A2,RENT,82000.0,Source Verified,2016-07-01,home_improvement,2.08,1995-11-01,11.0,1.0,4100.0,12.3,40.0,f,INDIVIDUAL,2.0,1.0,0,1.0,0,20.7,0.068
14000.0,36,12.12,465.81,B3,MORTGAGE,45000.0,Not Verified,2012-04-01,credit_card,19.66,2006-05-01,7.0,0.0,14748.0,85.7,8.0,f,INDIVIDUAL,1.0,0.0,0,3.0,0,5.9,0.311
8000.0,36,11.14,262.45,B2,RENT,32000.0,Verified,2012-07-01,debt_consolidation,28.05,1998-08-01,9.0,0.0,14645.0,82.3,19.0,f,INDIVIDUAL,1.0,0.0,0,7.0,0,13.9,0.25
7025.0,36,16.59,249.03,D1,MORTGAGE,43000.0,Verified,2014-05-01,debt_consolidation,15.52,1998-08-01,15.0,1.0,15919.0,62.4,26.0,w,INDIVIDUAL,2.0,1.0,0,7.0,0,15.7,0.163
35000.0,60,24.99,1027.1,F4,OWN,105000.0,Source Verified,2015-04-01,debt_consolidation,27.26,2003-08-01,14.0,0.0,28271.0,73.4,24.0,f,INDIVIDUAL,3.0,0.0,0,10.0,0,11.7,0.333
7000.0,36,13.98,239.18,C3,RENT,46000.0,Verified,2014-06-01,debt_consolidation,27.08,2004-07-01,8.0,0.0,974.0,32.5,20.0,w,INDIVIDUAL,0.0,0.0,1,8.0,0,9.9,0.152
15500.0,36,12.99,522.19,C1,RENT,55000.0,Not Verified,2014-10-01,medical,18.14,2002-12-01,8.0,0.0,14236.0,63.0,12.0,w,INDIVIDUAL,0.0,0.0,0,7.0,0,11.8,0.282
5700.0,36,13.67,193.91,C4,OWN,40000.0,Source Verified,2015-11-01,debt_consolidation,9.87,2002-05-01,11.0,0.0,5057.0,46.8,23.0,w,INDIVIDUAL,2.0,0.0,0,10.0,0,13.5,0.142
15000.0,60,16.99,372.71,D3,RENT,43000.0,Source Verified,2014-06-01,debt_consolidation,24.44,2008-01-01,26.0,0.0,15889.0,81.1,37.0,f,INDIVIDUAL,0.0,0.0,1,3.0,0,6.4,0.349
7000.0,36,10.64,227.98,B2,MORTGAGE,65000.0,Source Verified,2013-08-01,home_improvement,21.8,1999-02-01,15.0,0.0,6135.0,23.2,25.0,f,INDIVIDUAL,0.0,0.0,0,5.0,0,14.5,0.108
11000.0,36,7.62,342.78,A3,MORTGAGE,110000.0,Verified,2013-09-01,credit_card,15.13,2004-09-01,16.0,0.0,9625.0,22.4,28.0,f,INDIVIDUAL,2.0,0.0,0,1.0,0,9.0,0.1
14000.0,36,13.11,472.46,B4,RENT,42000.0,Not Verified,2013-06-01,debt_consolidation,9.29,2004-01-01,9.0,0.0,14202.0,71.0,28.0,f,INDIVIDUAL,0.0,0.0,0,3.0,0,9.4,0.333
15000.0,60,14.99,356.78,C5,MORTGAGE,49000.0,Source Verified,2014-08-01,home_improvement,27.65,1983-05-01,8.0,0.0,14760.0,85.3,26.0,w,INDIVIDUAL,4.0,0.0,0,6.0,1,31.3,0.306
1000.0,36,15.61,34.97,D1,MORTGAGE,27000.0,Not Verified,2015-04-01,vacation,18.4,2001-06-01,11.0,1.0,10690.0,61.1,30.0,f,INDIVIDUAL,5.0,1.0,0,4.0,0,13.8,0.037
25000.0,36,13.99,854.32,C4,RENT,72000.0,Source Verified,2015-05-01,credit_card,12.63,1974-12-01,8.0,0.0,12419.0,96.3,12.0,w,INDIVIDUAL,0.0,0.0,0,6.0,0,40.4,0.347
18000.0,36,14.49,619.49,C4,RENT,74000.0,Source Verified,2014-06-01,debt_consolidation,11.71,2000-07-01,4.0,0.0,1947.0,54.1,7.0,f,INDIVIDUAL,2.0,0.0,0,2.0,0,13.9,0.243
6000.0,36,11.44,197.69,B4,OWN,21500.0,Verified,2014-11-01,debt_consolidation,33.11,1973-11-01,8.0,1.0,7681.0,42.0,18.0,w,INDIVIDUAL,1.0,1.0,0,6.0,1,41.0,0.279
12000.0,36,11.99,398.52,B3,MORTGAGE,60000.0,Not Verified,2013-09-01,credit_card,9.72,2003-03-01,6.0,0.0,19772.0,84.6,23.0,f,INDIVIDUAL,4.0,0.0,0,2.0,0,10.5,0.2
18000.0,36,13.68,612.41,C1,RENT,60000.0,Source Verified,2013-09-01,debt_consolidation,25.55,2005-06-01,11.0,0.0,9700.0,26.8,19.0,f,INDIVIDUAL,3.0,0.0,0,5.0,0,8.3,0.3
15000.0,36,9.17,478.19,B1,RENT,51000.0,Verified,2014-10-01,debt_consolidation,33.28,1989-07-01,19.0,0.0,18973.0,43.6,23.0,w,INDIVIDUAL,0.0,0.0,0,10.0,0,25.3,0.294
20000.0,36,13.99,683.46,C4,MORTGAGE,85000.0,Verified,2015-06-01,debt_consolidation,4.76,2006-11-01,5.0,0.0,5125.0,45.4,10.0,w,INDIVIDUAL,4.0,0.0,0,4.0,0,8.6,0.235
12000.0,60,13.66,277.11,C3,RENT,60000.0,Not Verified,2015-01-01,debt_consolidation,9.26,1997-09-01,7.0,0.0,6959.0,38.0,26.0,w,INDIVIDUAL,0.0,0.0,0,1.0,0,17.3,0.2
14400.0,36,12.99,485.13,C2,MORTGAGE,57000.0,Source Verified,2016-03-01,debt_consolidation,12.67,2002-10-01,10.0,4.0,10763.0,37.9,20.0,w,INDIVIDUAL,4.0,4.0,0,0.0,0,13.4,0.253
3200.0,36,14.09,109.51,B5,RENT,54000.0,Verified,2012-10-01,moving,25.44,1995-02-01,8.0,0.0,5345.0,66.8,13.0,f,INDIVIDUAL,1.0,0.0,1,3.0,0,17.7,0.059
8000.0,36,7.89,250.29,A5,MORTGAGE,60000.0,Not Verified,2015-11-01,credit_card,14.12,2004-11-01,14.0,0.0,9055.0,34.7,39.0,w,INDIVIDUAL,1.0,0.0,0,2.0,0,11.0,0.133
7500.0,36,18.49,273.0,D2,OWN,65000.0,Not Verified,2013-05-01,credit_card,10.08,2008-03-01,12.0,0.0,7735.0,41.6,14.0,f,INDIVIDUAL,0.0,0.0,1,3.0,0,5.2,0.115
5000.0,36,8.94,158.86,A5,RENT,35004.0,Not Verified,2009-09-01,debt_consolidation,15.02,2003-07-01,9.0,0.0,3657.0,10.0,19.0,f,INDIVIDUAL,1.0,0.0,0,3.0,0,6.2,0.143
28000.0,36,7.12,866.1,A3,RENT,152000.0,Not Verified,2014-05-01,credit_card,19.29,2000-01-01,13.0,0.0,45674.0,73.3,34.0,w,INDIVIDUAL,0.0,0.0,1,1.0,0,14.3,0.184
14400.0,36,14.27,494.05,C2,RENT,78000.0,Source Verified,2011-10-01,debt_consolidation,20.52,1998-10-01,7.0,0.0,16172.0,53.0,12.0,f,INDIVIDUAL,0.0,0.0,0,6.0,0,13.0,0.185
20000.0,60,21.28,544.23,F2,RENT,55000.0,Verified,2012-02-01,debt_consolidation,17.14,1991-04-01,8.0,0.0,12853.0,99.6,10.0,f,INDIVIDUAL,0.0,0.0,1,0.0,0,20.8,0.364
5000.0,36,17.76,180.17,D1,MORTGAGE,38000.0,Not Verified,2013-09-01,other,5.05,2009-04-01,6.0,0.0,5361.0,85.1,7.0,f,INDIVIDUAL,1.0,0.0,0,5.0,0,4.4,0.132
15000.0,36,18.25,544.17,D3,RENT,55000.0,Verified,2012-03-01,credit_card,21.92,2001-09-01,19.0,0.0,22773.0,80.8,23.0,f,INDIVIDUAL,1.0,0.0,0,2.0,0,10.5,0.273
15000.0,36,17.14,535.84,D4,MORTGAGE,48000.0,Source Verified,2014-11-01,home_improvement,13.48,1998-02-01,8.0,0.0,3151.0,31.2,31.0,w,INDIVIDUAL,2.0,0.0,0,9.0,0,16.7,0.312
12375.0,36,15.61,432.69,C3,RENT,227000.0,Source Verified,2013-11-01,debt_consolidation,5.85,2007-10-01,16.0,0.0,9187.0,29.6,26.0,f,INDIVIDUAL,0.0,0.0,0,6.0,1,6.1,0.055
20400.0,36,14.91,706.28,D2,MORTGAGE,40700.0,Verified,2011-03-01,major_purchase,1.21,2002-07-01,3.0,0.0,1198.0,5.9,4.0,f,INDIVIDUAL,0.0,0.0,0,8.0,0,8.7,0.501
30000.0,36,10.99,982.02,B2,RENT,95000.0,Verified,2014-01-01,credit_card,5.98,2008-02-01,11.0,0.0,27033.0,48.2,14.0,f,INDIVIDUAL,0.0,0.0,0,4.0,0,5.9,0.316
28500.0,60,19.19,742.29,E3,MORTGAGE,75000.0,Verified,2015-09-01,debt_consolidation,27.33,2006-05-01,12.0,0.0,37078.0,69.6,22.0,w,INDIVIDUAL,3.0,0.0,0,9.0,0,9.3,0.38
24000.0,60,15.8,581.09,C3,RENT,115000.0,Verified,2013-01-01,debt_consolidation,11.0,2000-10-01,7.0,0.0,22492.0,62.1,13.0,w,INDIVIDUAL,0.0,0.0,1,5.0,0,12.3,0.209
9600.0,36,9.67,308.28,B1,OWN,30000.0,Source Verified,2014-02-01,credit_card,27.24,2003-03-01,10.0,1.0,9206.0,44.9,22.0,f,INDIVIDUAL,0.0,1.0,0,8.0,0,10.9,0.32
20000.0,36,12.12,665.44,B3,MORTGAGE,105000.0,Verified,2012-03-01,debt_consolidation,20.91,1994-10-01,11.0,0.0,37960.0,64.6,40.0,f,INDIVIDUAL,3.0,0.0,0,10.0,0,17.4,0.19
6000.0,36,12.99,202.14,C1,RENT,20000.0,Not Verified,2014-06-01,credit_card,27.37,2004-09-01,6.0,1.0,3244.0,21.0,12.0,w,INDIVIDUAL,0.0,1.0,0,1.0,0,9.7,0.3
10000.0,36,10.15,323.38,B2,MORTGAGE,60000.0,Not Verified,2014-06-01,debt_consolidation,8.12,1991-03-01,13.0,0.0,19951.0,22.6,28.0,w,INDIVIDUAL,8.0,0.0,0,7.0,0,23.3,0.167
11100.0,36,18.85,406.05,D3,MORTGAGE,84500.0,Verified,2013-09-01,home_improvement,26.1,1997-07-01,9.0,0.0,11730.0,72.4,18.0,f,INDIVIDUAL,3.0,0.0,0,10.0,0,16.2,0.131
9900.0,36,14.16,339.13,C2,RENT,31000.0,Not Verified,2014-02-01,debt_consolidation,15.54,2005-02-01,11.0,0.0,11333.0,53.2,23.0,f,INDIVIDUAL,0.0,0.0,1,4.0,0,9.0,0.319
8000.0,60,15.1,190.74,C2,OWN,85000.0,Verified,2013-10-01,home_improvement,17.21,2000-07-01,8.0,0.0,11418.0,38.2,50.0,f,INDIVIDUAL,5.0,0.0,0,10.0,0,13.3,0.094
